ORPHA:58	Alexander disease
ORPHA:1425	Desbuquois syndrome
ORPHA:1429	Benign hereditary chorea
ORPHA:1394	Cerebrofaciothoracic dysplasia
ORPHA:1398	Isolated cerebellar agenesis
ORPHA:1397	Hydrocephaly-cerebellar agenesis syndrome
ORPHA:1399	Richards-Rundle syndrome
ORPHA:1410	Uncombable hair syndrome
ORPHA:1471	Coloboma of macula-brachydactyly type B syndrome
ORPHA:1484	Contractures-ectodermal dysplasia-cleft lip/palate syndrome
ORPHA:1486	Lethal congenital contracture syndrome type 1
ORPHA:1487	Cooks syndrome
ORPHA:1490	Corneal dystrophy-perceptive deafness syndrome
ORPHA:1493	Vici syndrome
ORPHA:1495	Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome
ORPHA:1497	X-linked complicated corpus callosum dysgenesis
ORPHA:1433	Choroidal atrophy-alopecia syndrome
ORPHA:1435	Xq21 microdeletion syndrome
ORPHA:1436	X-linked skeletal dysplasia-intellectual disability syndrome
ORPHA:1453	Cleidorhizomelic syndrome
ORPHA:1454	Joubert syndrome with hepatic defect
ORPHA:190	Coats disease
ORPHA:1458	CODAS syndrome
ORPHA:1466	COFS syndrome
ORPHA:1842	Bone dysplasia, lethal Holmgren type
ORPHA:1852	X-linked retinal dysplasia
ORPHA:1836	Mesomelic dysplasia, Kantaputra type
ORPHA:1834	Axial mesodermal dysplasia spectrum
ORPHA:1839	Hereditary mucoepithelial dysplasia
ORPHA:1837	Ulna metaphyseal dysplasia syndrome
ORPHA:1871	Progressive cone dystrophy
ORPHA:1873	Jalili syndrome
ORPHA:1872	Cone rod dystrophy
ORPHA:1860	Thanatophoric dysplasia type 1
ORPHA:1858	Skeletal dysplasia-epilepsy-short stature syndrome
ORPHA:1861	Thoracic dysplasia-hydrocephalus syndrome
ORPHA:1799	Familial developmental dysphasia
ORPHA:1801	Kyphomelic dysplasia
ORPHA:1802	Ghosal hematodiaphyseal dysplasia
ORPHA:1803	Thoracomelic dysplasia
ORPHA:1788	Acrofacial dysostosis, Rodríguez type
ORPHA:1790	Hypomandibular faciocranial dysostosis
ORPHA:1794	Oculomaxillofacial dysostosis
ORPHA:1798	Dysostosis, Stanescu type
ORPHA:1812	Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome
ORPHA:1825	Epiphyseal dysplasia-hearing loss-dysmorphism syndrome
ORPHA:1806	Ectodermal dysplasia-blindness syndrome
ORPHA:1808	Hidrotic ectodermal dysplasia, Christianson-Fourie type
ORPHA:1809	Hidrotic ectodermal dysplasia, Halal type
ORPHA:1811	Odontomicronychial dysplasia
ORPHA:1757	Fibular dimelia-diplopodia syndrome
ORPHA:1756	Caudal duplication
ORPHA:1682	Arterial dissection-lentiginosis syndrome
ORPHA:1671	Split cord malformation type I
ORPHA:1667	Wolcott-Rallison syndrome
ORPHA:1665	Sporadic fetal brain disruption sequence
ORPHA:1661	X-linked corneal dermoid
ORPHA:1786	Acrofacial dysostosis, Catania type
ORPHA:1784	Acrofrontofacionasal dysostosis
ORPHA:1782	Dysosteosclerosis
ORPHA:1780	Thakker-Donnai syndrome
ORPHA:1777	Temtamy syndrome
ORPHA:1766	Dysequilibrium syndrome
ORPHA:1765	Dyschondrosteosis-nephritis syndrome
ORPHA:1574	Retinal degeneration-nanophthalmos-glaucoma syndrome
ORPHA:726	Alpers-Huttenlocher syndrome
ORPHA:1573	Hypotrichosis with juvenile macular degeneration
ORPHA:3196	Steroid dehydrogenase deficiency-dental anomalies syndrome
ORPHA:859	Transcobalamin deficiency
ORPHA:1979	Lipodystrophy due to peptidic growth factors deficiency
ORPHA:742	Prolidase deficiency
ORPHA:1659	Dermatoleukodystrophy
ORPHA:1660	Dermoodontodysplasia
ORPHA:1657	Dermatoosteolysis, Kirghizian type
ORPHA:1658	Absence of fingerprints-congenital milia syndrome
ORPHA:1653	Dentin dysplasia
ORPHA:1606	1p36 deletion syndrome
ORPHA:1647	Oculocerebrocutaneous syndrome
ORPHA:1997	Blepharo-cheilo-odontic syndrome
ORPHA:1995	Cleft lip-retinopathy syndrome
ORPHA:2003	Cleft lip/palate-deafness-sacral lipoma syndrome
ORPHA:2001	Cleft lip/palate-intestinal malrotation-cardiopathy syndrome
ORPHA:2004	Laryngotracheoesophageal cleft
ORPHA:2008	Acrocardiofacial syndrome
ORPHA:2007	Alar cartilages hypoplasia-coloboma-telecanthus syndrome
ORPHA:2013	Cleft palate-large ears-small head syndrome
ORPHA:2010	Cleft palate-stapes fixation-oligodontia syndrome
ORPHA:2017	Sternal cleft
ORPHA:2016	Cleft palate-lateral synechia syndrome
ORPHA:2021	Fibrochondrogenesis
ORPHA:2019	Femur-fibula-ulna complex
ORPHA:2024	Hereditary gingival fibromatosis
ORPHA:2022	Endocardial fibroelastosis
ORPHA:1952	Epiphyseal stippling-osteoclastic hyperplasia syndrome
ORPHA:1954	Congenital lethal erythroderma
ORPHA:1955	Spinocerebellar ataxia type 34
ORPHA:1962	Exostoses-anetodermia-brachydactyly type E syndrome
ORPHA:1964	Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome
ORPHA:1968	Flat face-microstomia-ear anomaly syndrome
ORPHA:1969	Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome
ORPHA:1970	Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome
ORPHA:1972	Lethal faciocardiomelic dysplasia
ORPHA:1973	Faciocardiorenal syndrome
ORPHA:1974	Autosomal recessive faciodigitogenital syndrome
ORPHA:1980	Bilateral striopallidodentate calcinosis
ORPHA:1986	Gollop-Wolfgang complex
ORPHA:1988	Femoral-facial syndrome
ORPHA:1993	Pai syndrome
ORPHA:1913	Fetal trimethadione syndrome
ORPHA:1912	Fetal hydantoin syndrome
ORPHA:1918	Fetal minoxidil syndrome
ORPHA:1911	Cocaine embryofetopathy
ORPHA:1919	Phenobarbital embryopathy
ORPHA:1917	Fetal methylmercury syndrome
ORPHA:294	Fetal cytomegalovirus syndrome
ORPHA:1914	Vitamin K antagonist embryofetopathy
ORPHA:1927	Emery-Nelson syndrome
ORPHA:1926	Diabetic embryopathy
ORPHA:1923	Methimazole embryofetopathy
ORPHA:1920	Toluene embryopathy
ORPHA:1824	Lowry-Wood syndrome
ORPHA:1822	Dysplasia epiphysealis hemimelica
ORPHA:1937	Eng-Strom syndrome
ORPHA:1882	Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome
ORPHA:1883	Ectodermal dysplasia-sensorineural deafness syndrome
ORPHA:1875	Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome
ORPHA:1879	Melorheostosis with osteopoikilosis
ORPHA:1807	Focal facial dermal dysplasia type III
ORPHA:1891	Intellectual disability-spasticity-ectrodactyly syndrome
ORPHA:1816	Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome
ORPHA:1818	Ectodermal dysplasia, trichoodontoonychial type
ORPHA:1896	EEC syndrome
ORPHA:1897	EEM syndrome
ORPHA:1892	Ectrodactyly-polydactyly syndrome
ORPHA:1895	Edinburgh malformation syndrome
ORPHA:1909	Indomethacin embryofetopathy
ORPHA:1910	Fetal iodine syndrome
ORPHA:1906	Fetal valproate spectrum disorder
ORPHA:1908	Aminopterin/methotrexate embryofetopathy
ORPHA:2141	Diaphragmatic defect-limb deficiency-skull defect syndrome
ORPHA:2143	Donnai-Barrow syndrome
ORPHA:2145	Craniosynostosis, Herrmann-Opitz type
ORPHA:2149	Nodular neuronal heterotopia
ORPHA:2128	Isolated hemihyperplasia
ORPHA:2138	46,XX ovotesticular difference of sex development
ORPHA:2139	Hernández-Aguirre Negrete syndrome
ORPHA:2994	Short stature-craniofacial anomalies-genital hypoplasia syndrome
ORPHA:2119	HEC syndrome
ORPHA:2123	Diffuse neonatal hemangiomatosis
ORPHA:2111	Cystic hamartoma of lung and kidney
ORPHA:2114	Hip dysplasia, Beukes type
ORPHA:2115	Harrod syndrome
ORPHA:2117	Hartsfield syndrome
ORPHA:2107	Hall-Riggs syndrome
ORPHA:2104	Dysmorphism-pectus carinatum-joint laxity syndrome
ORPHA:2110	Hallux varus-preaxial polysyndactyly syndrome
ORPHA:2108	Hallermann-Streiff syndrome
ORPHA:380	Greig cephalopolysyndactyly syndrome
ORPHA:2098	Acromesomelic dysplasia, Grebe type
ORPHA:2101	Grubben-de Cock-Borghgraef syndrome
ORPHA:376	Gordon syndrome
ORPHA:2092	Focal dermal hypoplasia
ORPHA:2097	Grant syndrome
ORPHA:2095	Gorlin-Chaudhry-Moss syndrome
ORPHA:2085	Glaucoma-sleep apnea syndrome
ORPHA:2084	Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome
ORPHA:2091	Multinodular goiter-cystic kidney-polydactyly syndrome
ORPHA:2090	GMS syndrome
ORPHA:2083	Prominent glabella-microcephaly-hypogenitalism syndrome
ORPHA:2077	German syndrome
ORPHA:2078	Geroderma osteodysplastica
ORPHA:2074	Gemignani syndrome
ORPHA:2075	Genitopalatocardiac syndrome
ORPHA:2069	Gastrocutaneous syndrome
ORPHA:2065	Galloway-Mowat syndrome
ORPHA:2067	GAPO syndrome
ORPHA:2063	Splenogonadal fusion-limb defects-micrognathia syndrome
ORPHA:2064	Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome
ORPHA:2059	Fryns syndrome
ORPHA:2057	Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome
ORPHA:1791	Frontofacionasal dysplasia
ORPHA:2050	Cole-Carpenter syndrome
ORPHA:2048	Foix-Chavany-Marie syndrome
ORPHA:2047	Flynn-Aird syndrome
ORPHA:2045	FLOTCH syndrome
ORPHA:2824	Paraplegia-intellectual disability-hyperkeratosis syndrome
ORPHA:2036	Scalp-ear-nipple syndrome
ORPHA:2031	Hepatic fibrosis-renal cysts-intellectual disability syndrome
ORPHA:2028	Juvenile hyaline fibromatosis
ORPHA:2027	Gingival fibromatosis-progressive deafness syndrome
ORPHA:2026	Gingival fibromatosis-hypertrichosis syndrome
ORPHA:2025	Gingival fibromatosis-facial dysmorphism syndrome
ORPHA:2432	Macrosomia-microphthalmia-cleft palate syndrome
ORPHA:2435	Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome
ORPHA:296	Ollier disease
ORPHA:2438	Hand-foot-genital syndrome
ORPHA:2440	Isolated split hand-split foot malformation
ORPHA:2456	Familial supernumerary nipples
ORPHA:2471	McDonough syndrome
ORPHA:2378	Laurin-Sandrow syndrome
ORPHA:2379	Early-onset parkinsonism-intellectual disability syndrome
ORPHA:2387	Leukonychia totalis
ORPHA:2408	Lowe-Kohn-Cohen syndrome
ORPHA:2575	Cystic fibrosis-gastritis-megaloblastic anemia syndrome
ORPHA:2412	Dislocation of the hip-dysmorphism syndrome
ORPHA:2429	Macrocephaly-spastic paraplegia-dysmorphism syndrome
ORPHA:2323	Sanjad-Sakati syndrome
ORPHA:2322	Kabuki syndrome
ORPHA:2337	Non-epidermolytic palmoplantar keratoderma
ORPHA:2325	Epidermolysis bullosa simplex with anodontia/hypodontia
ORPHA:494	Keratoderma hereditarium mutilans
ORPHA:2348	Familial partial lipodystrophy, Dunnigan type
ORPHA:2291	Congenital velopharyngeal incompetence
ORPHA:2305	Isotretinoin syndrome
ORPHA:2295	Familial articular hypermobility syndrome
ORPHA:2310	Absence deformity of leg-cataract syndrome
ORPHA:2321	Jung syndrome
ORPHA:2315	Johanson-Blizzard syndrome
ORPHA:457	Harlequin ichthyosis
ORPHA:2261	Hypospadias-intellectual disability, Goldblatt type syndrome
ORPHA:2287	Fused mandibular incisors
ORPHA:2289	Neuronal intranuclear inclusion disease
ORPHA:2285	Primary basilar invagination
ORPHA:2238	Familial isolated hypoparathyroidism
ORPHA:2241	Megacystis-microcolon-intestinal hypoperistalsis syndrome
ORPHA:2228	Hypodontia-dysplasia of nails syndrome
ORPHA:2229	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome
ORPHA:2256	Fibulo-ulnar hypoplasia-renal anomalies syndrome
ORPHA:2257	Primary pulmonary hypoplasia
ORPHA:2246	Cerebellar hypoplasia-tapetoretinal degeneration syndrome
ORPHA:2252	Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome
ORPHA:2196	Primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement
ORPHA:2222	Hypertrichosis lanuginosa congenita
ORPHA:2216	Maternal hyperthermia-induced birth defects
ORPHA:2200	Focal palmoplantar and gingival keratoderma
ORPHA:2158	Histidinuria-renal tubular defect syndrome
ORPHA:2167	Holzgreve syndrome
ORPHA:2166	Holoprosencephaly-postaxial polydactyly syndrome
ORPHA:2165	Holoprosencephaly-caudal dysgenesis syndrome
ORPHA:2163	Holoprosencephaly-craniosynostosis syndrome
ORPHA:2750	Orofaciodigital syndrome type 1
ORPHA:2760	OSLAM syndrome
ORPHA:2762	Progressive osseous heteroplasia
ORPHA:2768	Blount disease
ORPHA:2732	Olivopontocerebellar atrophy-deafness syndrome
ORPHA:661	Congenital central hypoventilation syndrome
ORPHA:2741	Ophthalmomandibulomelic dysplasia
ORPHA:2720	Oculocerebral hypopigmentation syndrome, Preus type
ORPHA:2722	Odonto-onycho dysplasia-alopecia syndrome
ORPHA:2724	Odontomatosis-aortae esophagus stenosis syndrome
ORPHA:2715	Severe oculo-renal-cerebellar syndrome
ORPHA:2717	Oculotrichoanal syndrome
ORPHA:2719	Oculocerebral hypopigmentation syndrome, Cross type
ORPHA:675	Annular pancreas
ORPHA:2798	Pachygyria-intellectual disability-epilepsy syndrome
ORPHA:678	Papillon-Lefèvre syndrome
ORPHA:2807	Papilloma of choroid plexus
ORPHA:2792	Otofaciocervical syndrome
ORPHA:2790	Endosteal hyperostosis, Worth type
ORPHA:2796	Pachydermoperiostosis
ORPHA:2793	Otoonychoperoneal syndrome
ORPHA:667	Autosomal recessive malignant osteopetrosis
ORPHA:2779	Osteopathia striata-pigmentary dermopathy-white forelock syndrome
ORPHA:2787	Osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome
ORPHA:2774	Multicentric carpo-tarsal osteolysis with or without nephropathy
ORPHA:2770	Nasu-Hakola disease
ORPHA:2777	Osteomesopyknosis
ORPHA:2776	Autosomal recessive distal osteolysis syndrome
ORPHA:2868	Short stature-valvular heart disease-characteristic facies syndrome
ORPHA:2875	Phakomatosis pigmentovascularis
ORPHA:2863	Short stature-wormian bones-dextrocardia syndrome
ORPHA:2866	Short stature-deafness-neutrophil dysfunction-dysmorphism syndrome
ORPHA:2850	Alopecia-intellectual disability syndrome
ORPHA:2840	Pelvic dysplasia-arthrogryposis of lower limbs syndrome
ORPHA:2842	Penoscrotal transposition
ORPHA:2836	PEHO syndrome
ORPHA:2833	Stiff skin syndrome
ORPHA:2835	Pectus excavatum-macrocephaly-dysplastic nails syndrome
ORPHA:2815	Spastic paraparesis-deafness syndrome
ORPHA:2808	Laryngeal abductor paralysis
ORPHA:2812	Parana hard skin syndrome
ORPHA:1848	Renal agenesis, bilateral
ORPHA:2940	Porencephaly
ORPHA:2935	Crossed polysyndactyly
ORPHA:2930	Cronkhite-Canada syndrome
ORPHA:2928	Polyneuropathy-intellectual disability-acromicria-premature menopause syndrome
ORPHA:2924	Isolated polycystic liver disease
ORPHA:2916	Postaxial polydactyly-dental and vertebral anomalies syndrome
ORPHA:2911	Poland syndrome
ORPHA:2907	Hereditary acrokeratotic poikiloderma
ORPHA:2891	Pili torti-developmental delay-neurological abnormalities syndrome
ORPHA:2889	Pili torti
ORPHA:2885	Piebald trait-neurologic defects syndrome
ORPHA:2884	Piebaldism
ORPHA:2879	Phocomelia, Schinzel type
ORPHA:2878	Phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome
ORPHA:2487	Lower limb malformation-hypospadias syndrome
ORPHA:2489	Upper limb defect-eye and ear abnormalities syndrome
ORPHA:2491	Müllerian duct anomalies-limb anomalies syndrome
ORPHA:2492	FATCO syndrome
ORPHA:2497	Upper limb mesomelic dysplasia
ORPHA:2500	Acrogeria
ORPHA:2501	Metaphyseal chondrodysplasia, Spahr type
ORPHA:2473	McKusick-Kaufman syndrome
ORPHA:2475	White forelock with malformations
ORPHA:2476	Dysraphism-cleft lip/palate-limb reduction defects syndrome
ORPHA:2477	Megalencephaly
ORPHA:2479	Megalocornea-intellectual disability syndrome
ORPHA:2481	Neurocutaneous melanocytosis
ORPHA:2483	Melkersson-Rosenthal syndrome
ORPHA:2533	Microcephaly-deafness-intellectual disability syndrome
ORPHA:2549	Oculoauriculovertebral spectrum with radial defects
ORPHA:2536	Microcornea-glaucoma-absent frontal sinuses syndrome
ORPHA:2572	Spastic ataxia-corneal dystrophy syndrome
ORPHA:2570	Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome
ORPHA:2574	Moynahan syndrome
ORPHA:2573	Moyamoya disease
ORPHA:2508	Corpus callosum agenesis-abnormal genitalia syndrome
ORPHA:2505	Multiple benign circumferential skin creases on limbs
ORPHA:2514	Autosomal dominant primary microcephaly
ORPHA:2510	Micro syndrome
ORPHA:2522	Microcephaly-cervical spine fusion anomalies syndrome
ORPHA:2518	Autosomal recessive chorioretinopathy-microcephaly syndrome
ORPHA:2528	Microcephaly-microcornea syndrome, Seemanova type
ORPHA:2523	Microcephaly-brain defect-spasticity-hypernatremia syndrome
ORPHA:2632	Langer mesomelic dysplasia
ORPHA:2633	Mesomelic dysplasia, Nievergelt type
ORPHA:2617	Microcephalic primordial dwarfism, Montreal type
ORPHA:2631	Mesomelic dwarfism-cleft palate-camptodactyly syndrome
ORPHA:2643	Microcephalic primordial dwarfism, Toriello type
ORPHA:2645	Osteoglosphonic dysplasia
ORPHA:2634	Mesomelic dwarfism, Reinhardt-Pfeiffer type
ORPHA:2639	Fibular aplasia-complex brachydactyly syndrome
ORPHA:2578	Mayer-Rokitansky-Küster-Hauser syndrome type 2
ORPHA:2579	Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome
ORPHA:575	Muckle-Wells syndrome
ORPHA:2576	Mulibrey nanism
ORPHA:2616	3M syndrome
ORPHA:2585	Ataxia-pancytopenia syndrome
ORPHA:2701	Noonan syndrome-like disorder with loose anagen hair
ORPHA:2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome
ORPHA:2695	Bifid nose
ORPHA:2690	Neutropenia-monocytopenia-deafness syndrome
ORPHA:2712	Oculofaciocardiodental syndrome
ORPHA:2710	Oculodentodigital dysplasia
ORPHA:2704	Ochoa syndrome
ORPHA:2668	Nephropathy-deafness-hyperparathyroidism syndrome
ORPHA:2663	Nathalie syndrome
ORPHA:2662	Keipert syndrome
ORPHA:2678	Familial isolated café-au-lait macules
ORPHA:2673	Neurofaciodigitorenal syndrome
ORPHA:1475	Renal coloboma syndrome
ORPHA:3301	Tetraamelia-multiple malformations syndrome
ORPHA:3312	Thalidomide embryopathy
ORPHA:3268	Radioulnar synostosis-microcephaly-scoliosis syndrome
ORPHA:3270	Radioulnar synostosis-developmental delay-hypotonia syndrome
ORPHA:3344	Weismann-Netter syndrome
ORPHA:3353	Trichodermodysplasia-dental alterations syndrome
ORPHA:3347	Mounier-Kühn syndrome
ORPHA:3316	Thomas syndrome
ORPHA:3314	Thiemann disease, familial form
ORPHA:3329	Tibial aplasia-ectrodactyly syndrome
ORPHA:3322	Hoyeraal-Hreidarsson syndrome
ORPHA:3377	Trismus-pseudocamptodactyly syndrome
ORPHA:3409	Urban-Rogers-Meyer syndrome
ORPHA:3416	Hyperostosis corticalis generalisata
ORPHA:3361	Trichodysplasia-xeroderma syndrome
ORPHA:3366	Non-syndromic metopic craniosynostosis
ORPHA:3374	Unilateral ocular duplication
ORPHA:3453	Autoimmune polyendocrinopathy type 1
ORPHA:3454	Intellectual disability-developmental delay-contractures syndrome
ORPHA:3456	Wildervanck syndrome
ORPHA:3465	Worster-Drought syndrome
ORPHA:3424	Velo-facial-skeletal syndrome
ORPHA:3429	Verloove Vanhorick-Brubakk syndrome
ORPHA:3434	MMEP syndrome
ORPHA:3449	Weill-Marchesani syndrome
ORPHA:1759	Thoraco-abdominal enteric duplication
ORPHA:1570	Symbrachydactyly of hands and feet
ORPHA:1827	Acromelic frontonasal dysplasia
ORPHA:3319	Congenital amegakaryocytic thrombocytopenia
ORPHA:3471	Young syndrome
ORPHA:2151	Hirschsprung disease-ganglioneuroblastoma syndrome
ORPHA:3074	Intellectual disability-short stature-hypertelorism syndrome
ORPHA:1778	Facial dysmorphism-shawl scrotum-joint laxity syndrome
ORPHA:2547	Microphthalmia-microtia-fetal akinesia syndrome
ORPHA:1277	Brachydactyly-mesomelia-intellectual disability-heart defects syndrome
ORPHA:2058	Fryns-Smeets-Thiry syndrome
ORPHA:1192	Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome
ORPHA:2349	Muscular pseudohypertrophy-hypothyroidism syndrome
ORPHA:2062	Progressive non-infectious anterior vertebral fusion
ORPHA:2582	Myalgia-eosinophilia syndrome associated with tryptophan
ORPHA:1779	Dysmorphism-cleft palate-loose skin syndrome
ORPHA:2204	Dysplastic cortical hyperostosis, Kozlowski-Tsuruta type
ORPHA:2963	Progeroid syndrome, Petty type
ORPHA:3207	White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome
ORPHA:2964	Autosomal dominant prognathism
ORPHA:2956	Acrodysplasia scoliosis
ORPHA:2969	Proteus-like syndrome
ORPHA:2973	46,XX difference of sex development-anorectal anomalies syndrome
ORPHA:2972	Non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome
ORPHA:2989	Familial pterygium of the conjunctiva
ORPHA:2978	Chronic intestinal pseudoobstruction
ORPHA:3004	Mirror polydactyly-vertebral segmentation-limbs defects syndrome
ORPHA:2990	Autosomal recessive multiple pterygium syndrome
ORPHA:3019	Ramon syndrome
ORPHA:3023	External auditory canal atresia-vertical talus-hypertelorism syndrome
ORPHA:3034	Delayed membranous cranial ossification
ORPHA:3033	Renal tubular dysgenesis
ORPHA:3035	Growth delay-hydrocephaly-lung hypoplasia syndrome
ORPHA:3038	Delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome
ORPHA:3042	Intellectual disability-cataracts-calcified pinnae-myopathy syndrome
ORPHA:3055	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome
ORPHA:3057	Monoamine oxidase A deficiency
ORPHA:3068	Intellectual disability-myopathy-short stature-endocrine defect syndrome
ORPHA:3079	Intellectual disability, Buenos-Aires type
ORPHA:3080	Intellectual disability, Wolff type
ORPHA:3098	Rhizomelic syndrome, Urbach type
ORPHA:3104	Robin sequence-oligodactyly syndrome
ORPHA:3109	Mayer-Rokitansky-Küster-Hauser syndrome
ORPHA:3144	Schneckenbecken dysplasia
ORPHA:3143	Autoimmune polyendocrinopathy type 2
ORPHA:3130	Satoyoshi syndrome
ORPHA:3121	Ruvalcaba syndrome
ORPHA:3156	Senior-Loken syndrome
ORPHA:647	Nijmegen breakage syndrome
ORPHA:3152	Sclerosteosis
ORPHA:3145	Nephrogenic diabetes insipidus-intracranial calcification-short stature-facial dysmorphism syndrome
